index,etc_pass,lon,lat,koppen,year_length_layer1,year_length_layer2,year_length_layer3,year_length_layer4,year_length_layer5,network
iRON#BrushCreek.csv,0,-106.9082,39.2335,26.0,,,,,,iRON
iRON#GlassierRanch.csv,0,-107.0904,39.37939,26.0,,,,,,iRON
iRON#GlenwoodSprings.csv,0,-107.3414,39.5442,26.0,,,,,,iRON
iRON#IndependencePass.csv,0,-106.5738,39.10711,29.0,,,,,,iRON
iRON#NorthstarAspenGrove.csv,0,-106.7983,39.17,27.0,,,,,,iRON
iRON#NorthstarTransitionZone.csv,0,-106.7986,39.1706,27.0,,,,,,iRON
iRON#SkyMountain.csv,0,-106.9075,39.2239,26.0,,,,,,iRON
iRON#SmugglerMountain.csv,0,-106.79825,39.2035,27.0,,,,,,iRON
iRON#SpringValley.csv,0,-107.2226,39.47212,26.0,,,,,,iRON
KIHS_CMC#Cheongmicheon-A1.csv,0,127.66275,37.04045,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-A2.csv,0,127.66272,37.0404,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-A3.csv,0,127.66251,37.04034,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-A4.csv,0,127.66246,37.04033,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-A5.csv,0,127.66245,37.04034,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-A6.csv,0,127.66229,37.04028,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-A7.csv,0,127.66221,37.04027,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-A8.csv,0,127.66204,37.04024,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-A9.csv,0,127.66192,37.04023,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-B1.csv,0,127.66234,37.04042,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-B2.csv,0,127.66228,37.04039,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-C1.csv,0,127.66242,37.04022,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-C2.csv,0,127.66239,37.04024,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-C3.csv,0,127.66233,37.0403,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-D1.csv,0,127.6622,37.04042,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-D2.csv,0,127.66215,37.04036,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-D3.csv,0,127.66214,37.04035,21.0,,,,,,KIHS_CMC
KIHS_CMC#Cheongmicheon-D4.csv,0,127.66206,37.0403,21.0,,,,,,KIHS_CMC
KIHS_SMC#Seolmacheon-A1.csv,0,126.95153,37.93708,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-A2.csv,0,126.95153,37.93711,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-A3.csv,0,126.9515,37.93714,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-A4.csv,0,126.95144,37.93714,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-A5.csv,0,126.95153,37.93733,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-A6.csv,0,126.9515,37.93744,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-A6a.csv,0,126.95144,37.93744,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-A7.csv,0,126.95167,37.93758,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-B1.csv,0,126.95106,37.93708,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-B2.csv,0,126.95119,37.93711,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-B3.csv,0,126.95117,37.93711,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-B4.csv,0,126.95114,37.93722,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-B5.csv,0,126.95114,37.93731,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-B6.csv,0,126.95125,37.93742,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-B8.csv,0,126.95122,37.93769,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-C1.csv,0,126.95133,37.93764,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-C2.csv,0,126.95133,37.93767,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-C5.csv,0,126.95136,37.93758,21.0,,,,,,KIHS_SMC
KIHS_SMC#Seolmacheon-C6.csv,0,126.95122,37.93747,21.0,,,,,,KIHS_SMC
LAB-net#ChamonateCalibrationSite.csv,0,-70.45208,-27.29491,5.0,,,,,,LAB-net
LAB-net#OromoCalibrationSite.csv,1,-73.10873,-40.88502,15.0,2.0,,1.0,,,LAB-net
LAB-net#SanPedroCalibrationSite.csv,0,-70.5396,-27.32041,5.0,,,,,,LAB-net
MAQU#CST-01.csv,0,102.1333,33.8833,23.0,,,,,,MAQU
MAQU#CST-02.csv,0,102.1333,33.6666,23.0,,,,,,MAQU
MAQU#CST-03.csv,1,101.9666,33.9,23.0,1.0,1.0,1.0,1.0,1.0,MAQU
MAQU#CST-04.csv,0,101.7166,33.7666,23.0,,,,,,MAQU
MAQU#CST-05.csv,0,101.8833,33.6666,23.0,,,,,,MAQU
MAQU#NST-01.csv,0,102.1333,33.8933,23.0,,,,,,MAQU
MAQU#NST-02.csv,0,102.1433,33.8833,23.0,,,,,,MAQU
MAQU#NST-03.csv,0,102.1333,33.7666,23.0,,,,,,MAQU
MAQU#NST-04.csv,0,102.05,33.6166,23.0,,,,,,MAQU
MAQU#NST-05.csv,0,102.05,33.6333,23.0,,,,,,MAQU
MAQU#NST-06.csv,0,102.2666,34.0,23.0,,,,,,MAQU
MAQU#NST-07.csv,0,102.35,33.9833,23.0,,,,,,MAQU
MAQU#NST-08.csv,0,102.6,33.9666,23.0,,,,,,MAQU
MAQU#NST-09.csv,0,102.55,33.9,23.0,,,,,,MAQU
MAQU#NST-10.csv,0,102.5666,33.85,23.0,,,,,,MAQU
MAQU#NST-11.csv,0,102.4666,33.6833,23.0,,,,,,MAQU
MAQU#NST-12.csv,0,102.4666,33.6166,23.0,,,,,,MAQU
MAQU#NST-13.csv,0,101.9333,34.0166,23.0,,,,,,MAQU
MAQU#NST-14.csv,0,102.1166,33.9166,23.0,,,,,,MAQU
MAQU#NST-15.csv,0,101.8833,33.85,29.0,,,,,,MAQU
MAQU#NST-21.csv,0,102.16597,33.89203,23.0,,,,,,MAQU
MAQU#NST-22.csv,0,102.13636,33.90867,23.0,,,,,,MAQU
MAQU#NST-24.csv,0,102.13661,33.99908,23.0,,,,,,MAQU
MAQU#NST-25.csv,1,101.99694,34.01525,23.0,1.0,1.0,1.0,1.0,1.0,MAQU
MAQU#NST-30.csv,0,101.9461,33.7086,29.0,,,,,,MAQU
MAQU#NST-31.csv,0,101.9265,33.7036,29.0,,,,,,MAQU
MAQU#NST-32.csv,0,101.839,33.6547,29.0,,,,,,MAQU
MOL-RAO#Falkenberg.csv,1,14.12417,52.16694,26.0,3.0,,3.0,3.0,3.0,MOL-RAO
MOL-RAO#Kehrigk.csv,0,13.95389,52.18222,26.0,,,,,,MOL-RAO
MySMNet#MARDI-L1.csv,0,103.379,1.935,1.0,,,,,,MySMNet
MySMNet#MARDI-L2.csv,0,103.358,1.974,1.0,,,,,,MySMNet
MySMNet#MARDI-L4.csv,1,103.405,1.93,1.0,1.0,,,1.0,,MySMNet
MySMNet#MPOB-BL1.csv,0,103.448,1.917,1.0,,,,,,MySMNet
MySMNet#MPOB-BL2.csv,0,103.445,1.924,1.0,,,,,,MySMNet
MySMNet#MPOB2012.csv,0,103.375,1.955,1.0,,,,,,MySMNet
MySMNet#MPOB401.csv,1,103.38,1.942,1.0,1.0,,,,1.0,MySMNet
NAQU#NQ01.csv,0,91.82861,31.32611,29.0,,,,,,NAQU
NAQU#NQ02.csv,0,91.81972,31.30861,29.0,,,,,,NAQU
NAQU#NQ03.csv,0,91.78889,31.2775,29.0,,,,,,NAQU
NAQU#NQ04.csv,0,91.80361,31.25667,29.0,,,,,,NAQU
NAQU#NQBJ.csv,0,91.89969,31.36638,29.0,,,,,,NAQU
NAQU#NQEast.csv,0,91.91667,31.36667,29.0,,,,,,NAQU
NAQU#NQKema.csv,0,92.11031,31.27209,29.0,,,,,,NAQU
NAQU#NQMS.csv,0,91.7833,31.22623,29.0,,,,,,NAQU
NAQU#NQNorth.csv,0,91.86848,31.37878,29.0,,,,,,NAQU
NAQU#NQSouth.csv,0,91.81667,31.31667,29.0,,,,,,NAQU
NAQU#NQWest.csv,0,91.82089,31.34344,29.0,,,,,,NAQU
NGARI#ALI01.csv,0,79.74763,33.43287,5.0,,,,,,NGARI
NGARI#ALI02.csv,0,79.63061,33.45517,5.0,,,,,,NGARI
NGARI#ALI03.csv,0,79.63412,33.45402,5.0,,,,,,NGARI
NGARI#SQ01.csv,0,80.06364,32.49454,5.0,,,,,,NGARI
NGARI#SQ02.csv,0,80.02981,32.50021,5.0,,,,,,NGARI
NGARI#SQ03.csv,0,79.985,32.50404,5.0,,,,,,NGARI
NGARI#SQ04.csv,0,79.95,32.5,5.0,,,,,,NGARI
NGARI#SQ05.csv,0,79.95736,32.51126,5.0,,,,,,NGARI
NGARI#SQ06.csv,0,79.92324,32.5106,7.0,,,,,,NGARI
NGARI#SQ07.csv,0,79.84711,32.52951,7.0,,,,,,NGARI
NGARI#SQ08.csv,0,79.84004,32.55603,7.0,,,,,,NGARI
NGARI#SQ09.csv,0,80.05,32.45,5.0,,,,,,NGARI
NGARI#SQ10.csv,0,80.01825,32.42302,7.0,,,,,,NGARI
NGARI#SQ11.csv,0,79.98193,32.45052,5.0,,,,,,NGARI
NGARI#SQ12.csv,0,79.93333,32.45,7.0,,,,,,NGARI
NGARI#SQ13.csv,0,79.9,32.43333,7.0,,,,,,NGARI
NGARI#SQ14.csv,0,80.16914,32.46335,5.0,,,,,,NGARI
NGARI#SQ16.csv,0,80.08118,32.4375,5.0,,,,,,NGARI
NGARI#SQ17.csv,0,80.06278,32.60861,5.0,,,,,,NGARI
NGARI#SQ18.csv,0,80.03972,32.63333,5.0,,,,,,NGARI
NGARI#SQ19.csv,0,80.00139,32.62528,7.0,,,,,,NGARI
NGARI#SQ20.csv,0,79.91861,32.68417,7.0,,,,,,NGARI
NGARI#SQ21.csv,0,79.79694,32.74722,7.0,,,,,,NGARI
NVE#2.715.2Kvarstadseter.csv,0,10.88374,61.17808,27.0,,,,,,NVE
NVE#2.725.0Abrahamsvoll.csv,0,11.55757,62.68966,27.0,,,,,,NVE
NVE#2.727.0Kise.csv,0,10.80649,60.77331,27.0,,,,,,NVE
ORACLE#BOISSY.csv,1,3.1397,48.8239,15.0,2.0,,3.0,3.0,3.0,ORACLE
ORACLE#SUIZY.csv,0,3.34888,48.6114,15.0,,,,,,ORACLE
ORACLE#VOULTON.csv,0,3.7314,48.9333,15.0,,,,,,ORACLE
OZNET#Alabama.csv,0,147.5348,-35.32395,14.0,,,,,,OZNET
OZNET#Balranald-Bolton-Park.csv,0,146.43268,-34.00186,7.0,,,,,,OZNET
OZNET#Banandra.csv,1,146.11028,-34.65478,7.0,2.0,,2.0,2.0,3.0,OZNET
OZNET#Benwerrin.csv,0,147.34387,-35.31627,14.0,,,,,,OZNET
OZNET#Bundure.csv,0,145.93553,-35.10975,7.0,,,,,,OZNET
OZNET#Canberra-Airport.csv,1,149.04,-35.35,15.0,2.0,,2.0,2.0,2.0,OZNET
OZNET#Cheverelis.csv,0,146.30988,-35.00535,7.0,,,,,,OZNET
OZNET#Cooma-Airfield.csv,1,148.97057,-36.29303,15.0,2.0,,2.0,2.0,2.0,OZNET
OZNET#Cootamundra-Aerodrome.csv,0,148.0365,-34.62987,14.0,,,,,,OZNET
OZNET#Cox.csv,0,147.4572,-35.38978,14.0,,,,,,OZNET
OZNET#Crawford.csv,1,148.08543,-35.36019,8.0,2.0,,2.0,2.0,2.0,OZNET
OZNET#Dry-Lake.csv,1,146.29317,-34.72835,7.0,3.0,,3.0,3.0,3.0,OZNET
OZNET#Eulo.csv,0,146.02003,-34.71943,7.0,,,,,,OZNET
OZNET#Evergreen.csv,0,147.5333,-35.23887,7.0,,,,,,OZNET
OZNET#Ginninderra-K4.csv,0,147.6,-35.42688,14.0,,,,,,OZNET
OZNET#Ginninderra-K5.csv,1,147.60408,-35.41928,14.0,2.0,,2.0,2.0,2.0,OZNET
OZNET#Griffith-Aerodrome.csv,0,143.54863,-34.65837,5.0,,,,,,OZNET
OZNET#Hay-AWS.csv,0,144.867,-34.54712,7.0,,,,,,OZNET
OZNET#Keenan.csv,0,148.10649,-35.49749,15.0,,,,,,OZNET
OZNET#Kyeamba-Downs.csv,1,147.53052,-35.43525,14.0,2.0,,2.0,2.0,2.0,OZNET
OZNET#Kyeamba-Mouth.csv,0,147.4974,-35.12493,7.0,,,,,,OZNET
OZNET#Kyeamba-Station.csv,1,147.56893,-35.43408,14.0,2.0,,2.0,2.0,2.0,OZNET
OZNET#Rochedale.csv,1,148.06608,-35.37311,8.0,2.0,,2.0,1.0,2.0,OZNET
OZNET#S-Coleambally.csv,0,145.86692,-34.84262,7.0,,,,,,OZNET
OZNET#Samarra.csv,0,147.485,-35.2275,7.0,,,,,,OZNET
OZNET#Silver-Springs.csv,1,147.42902,-35.27202,14.0,2.0,,2.0,3.0,2.0,OZNET
OZNET#Spring-Bank.csv,0,146.16893,-35.0696,7.0,,,,,,OZNET
OZNET#Strathvale.csv,1,148.13163,-35.42831,8.0,1.0,,1.0,1.0,1.0,OZNET
OZNET#Uri-Park.csv,1,145.84895,-34.62888,7.0,3.0,,3.0,3.0,3.0,OZNET
OZNET#Waitara.csv,0,147.55912,-35.49322,14.0,,,,,,OZNET
OZNET#Weeroona.csv,1,148.10108,-35.39969,8.0,2.0,,2.0,2.0,2.0,OZNET
OZNET#West-Wyalong-Airfield.csv,1,147.19618,-33.93827,7.0,2.0,,2.0,2.0,2.0,OZNET
OZNET#Widgiewa.csv,0,146.30648,-35.09025,7.0,,,,,,OZNET
OZNET#Wollumbi.csv,0,147.56618,-35.39392,14.0,,,,,,OZNET
OZNET#Wynella.csv,0,146.41398,-34.84697,7.0,,,,,,OZNET
OZNET#Yamma-Road.csv,0,146.1153,-34.85183,7.0,,,,,,OZNET
OZNET#Yammacoona.csv,1,146.01632,-34.96777,7.0,3.0,,4.0,2.0,1.0,OZNET
OZNET#Yanco-Research-Station.csv,1,146.4239,-34.6208,7.0,2.0,,2.0,2.0,,OZNET
PBO_H2O#AKRONARPT.csv,0,-103.22248,40.17179,7.0,,,,,,PBO_H2O
PBO_H2O#ALKALILAKE.csv,1,-119.95179,43.00177,7.0,2.0,,,,,PBO_H2O
PBO_H2O#ANGELFIRE.csv,0,-105.29365,36.42027,26.0,,,,,,PBO_H2O
PBO_H2O#ANGUS-PROP.csv,0,-115.4287,33.24778,4.0,,,,,,PBO_H2O
PBO_H2O#ANTIMONYFL.csv,1,-118.1265,35.2543,7.0,2.0,,,,,PBO_H2O
PBO_H2O#ARKANSACRK.csv,1,-121.32485,37.58188,7.0,2.0,,,,,PBO_H2O
PBO_H2O#ARMINGTON.csv,1,-110.90623,47.34996,26.0,1.0,,,,,PBO_H2O
PBO_H2O#ATOMICCITY.csv,0,-112.80455,43.44896,7.0,,,,,,PBO_H2O
PBO_H2O#AUBREYPEAK.csv,0,-113.73133,34.66726,5.0,,,,,,PBO_H2O
PBO_H2O#AVILARANCH.csv,1,-120.90684,35.93326,8.0,1.0,,,,,PBO_H2O
PBO_H2O#BAKERCITY.csv,0,-117.79962,44.83488,7.0,,,,,,PBO_H2O
PBO_H2O#BANDONARPT.csv,0,-124.40927,43.09032,9.0,2.0,,,,,PBO_H2O
PBO_H2O#Bethlehem.csv,0,28.33416,-28.24977,12.0,,,,,,PBO_H2O
PBO_H2O#BILLINGSAP.csv,0,-108.54614,45.8066,7.0,,,,,,PBO_H2O
PBO_H2O#BIRCHIMCYN.csv,0,-118.56107,37.43948,7.0,,,,,,PBO_H2O
PBO_H2O#BITTERWATR.csv,1,-120.11248,35.53417,7.0,1.0,,,,,PBO_H2O
PBO_H2O#BKAP-SCGN.csv,0,-116.08042,35.28705,4.0,,,,,,PBO_H2O
PBO_H2O#BLACKROCK.csv,0,-112.71712,39.18608,5.0,,,,,,PBO_H2O
PBO_H2O#BLINDSPRIN.csv,0,-118.4716,37.7375,5.0,,,,,,PBO_H2O
PBO_H2O#BROTHERSDT.csv,0,-120.60335,43.81199,7.0,,,,,,PBO_H2O
PBO_H2O#BUCKLEYFLT.csv,0,-118.4602,38.7246,5.0,,,,,,PBO_H2O
PBO_H2O#BUCKSKINMT.csv,1,-118.41247,42.25463,7.0,1.0,,,,,PBO_H2O
PBO_H2O#BUTTERBRED.csv,0,-118.1238,35.378,7.0,,,,,,PBO_H2O
PBO_H2O#BUZZARDRST.csv,0,-120.86745,39.7947,18.0,,,,,,PBO_H2O
PBO_H2O#CALAVERAS.csv,1,-120.95124,38.08999,8.0,2.0,,,,,PBO_H2O
PBO_H2O#CALCITYAPT.csv,0,-118.01647,35.15242,5.0,,,,,,PBO_H2O
PBO_H2O#CALCITYPLR.csv,0,-118.01661,35.15243,5.0,,,,,,PBO_H2O
PBO_H2O#CALIVALLEY.csv,1,-119.93534,35.31679,7.0,1.0,,,,,PBO_H2O
PBO_H2O#CAMPELLIOT.csv,1,-117.10469,32.88921,7.0,2.0,,,,,PBO_H2O
PBO_H2O#CARRIZORAN.csv,1,-120.02502,35.27977,7.0,2.0,,,,,PBO_H2O
PBO_H2O#CERREJON.csv,0,-71.988,12.2218,4.0,,,,,,PBO_H2O
PBO_H2O#CERRILLOS.csv,0,-66.57913,18.07503,3.0,,,,,,PBO_H2O
PBO_H2O#CHILEOFLAT.csv,0,-118.0313,34.332,8.0,,,,,,PBO_H2O
PBO_H2O#CLAYTONARP.csv,0,-103.15395,36.44811,7.0,,,,,,PBO_H2O
PBO_H2O#COXCOMBMTN.csv,0,-115.2961,33.88694,4.0,,,,,,PBO_H2O
PBO_H2O#CRRS-SCGN.csv,0,-115.73504,33.06981,4.0,,,,,,PBO_H2O
PBO_H2O#CSCI-SCGN.csv,0,-119.03898,34.1684,9.0,,,,,,PBO_H2O
PBO_H2O#CTDM-SCGN.csv,1,-118.61321,34.51655,8.0,2.0,,,,,PBO_H2O
PBO_H2O#DELANO-AIR.csv,0,-119.23665,35.74389,7.0,,,,,,PBO_H2O
PBO_H2O#DELTAMUNI.csv,0,-112.50409,39.38754,5.0,,,,,,PBO_H2O
PBO_H2O#DELVALLE.csv,1,-121.68694,37.60184,8.0,1.0,,,,,PBO_H2O
PBO_H2O#DRI-RENO.csv,0,-119.79984,39.5728,5.0,,,,,,PBO_H2O
PBO_H2O#DRYMOUNTAI.csv,0,-115.51258,39.53606,7.0,,,,,,PBO_H2O
PBO_H2O#EcRockStPkTX2012.csv,1,-98.82203,30.49464,14.0,1.0,,,,,PBO_H2O
PBO_H2O#ENNISFISH.csv,1,-111.78902,45.21776,7.0,2.0,,,,,PBO_H2O
PBO_H2O#FALLBROOK.csv,1,-117.24869,33.35519,8.0,2.0,,,,,PBO_H2O
PBO_H2O#FGST-SCGN.csv,1,-120.00938,34.73301,9.0,2.0,,,,,PBO_H2O
PBO_H2O#FORDRA087G.csv,0,-116.60257,33.49554,8.0,,,,,,PBO_H2O
PBO_H2O#FOUNTGREEN.csv,0,-111.65082,39.59748,7.0,,,,,,PBO_H2O
PBO_H2O#FREEMONTAP.csv,0,-105.10468,38.42175,7.0,,,,,,PBO_H2O
PBO_H2O#GLRS-SCGN.csv,0,-115.52137,33.27481,4.0,,,,,,PBO_H2O
PBO_H2O#GNPS-SCGN.csv,0,-114.18945,34.30856,4.0,,,,,,PBO_H2O
PBO_H2O#GRANITEMTN.csv,0,-118.73622,37.90345,7.0,,,,,,PBO_H2O
PBO_H2O#GRANITEPK.csv,0,-119.4768,40.7798,7.0,,,,,,PBO_H2O
PBO_H2O#GRANTS.csv,0,-107.88002,35.13218,5.0,,,,,,PBO_H2O
PBO_H2O#GRAPEVINE.csv,0,-118.879,34.8351,8.0,,,,,,PBO_H2O
PBO_H2O#HARTMTNNWR.csv,1,-119.65839,42.54669,7.0,1.0,,,,,PBO_H2O
PBO_H2O#HAYSPEAK.csv,0,-119.9359,41.2757,7.0,,,,,,PBO_H2O
PBO_H2O#HILL72.csv,1,-112.62314,41.75657,7.0,2.0,,,,,PBO_H2O
PBO_H2O#HILLMRANCHM.csv,1,-120.48043,35.6248,8.0,1.0,,,,,PBO_H2O
PBO_H2O#HLFISLPARK.csv,1,-111.45068,44.31785,26.0,1.0,,,,,PBO_H2O
PBO_H2O#HLFSTORYRN.csv,0,-110.75868,45.35425,27.0,,,,,,PBO_H2O
PBO_H2O#HNSLVALLY.csv,1,-112.69829,41.80339,7.0,1.0,,,,,PBO_H2O
PBO_H2O#HORSHEAVEN.csv,1,-120.0052,45.91058,5.0,1.0,,,,,PBO_H2O
PBO_H2O#HUNT-SCGN.csv,1,-120.40238,35.88081,7.0,2.0,,,,,PBO_H2O
PBO_H2O#HVYS-SCGN.csv,1,-119.18754,34.44123,8.0,2.0,,,,,PBO_H2O
PBO_H2O#IMPERIALSP.csv,0,-115.687,33.42387,4.0,,,,,,PBO_H2O
PBO_H2O#IMPS-SCGN.csv,0,-115.1451,34.15756,4.0,,,,,,PBO_H2O
PBO_H2O#INDIANPEAK.csv,1,-117.60489,39.28794,5.0,2.0,,,,,PBO_H2O
PBO_H2O#JACKASSBUT.csv,0,-118.92847,43.034,7.0,,,,,,PBO_H2O
PBO_H2O#KAMASLLOYD.csv,0,-111.34987,40.63549,26.0,,,,,,PBO_H2O
PBO_H2O#KEMMERERLF.csv,0,-110.51281,41.74981,7.0,,,,,,PBO_H2O
PBO_H2O#KNOLLSWEST.csv,0,-113.27803,40.6713,5.0,,,,,,PBO_H2O
PBO_H2O#LAKHENSHAW.csv,0,-116.67141,33.24018,8.0,,,,,,PBO_H2O
PBO_H2O#LAMARARPT.csv,0,-102.68698,38.0715,7.0,,,,,,PBO_H2O
PBO_H2O#LASTCHANCE.csv,0,-117.70418,37.20083,5.0,,,,,,PBO_H2O
PBO_H2O#LITTLEBALD.csv,0,-115.55599,39.92492,7.0,,,,,,PBO_H2O
PBO_H2O#LITTLELOST.csv,1,-113.30648,44.03982,7.0,1.0,,,,,PBO_H2O
PBO_H2O#Mafikeng.csv,0,25.53997,-25.80502,6.0,,,,,,PBO_H2O
PBO_H2O#MARSHALL.csv,0,-105.19427,39.94949,7.0,,,,,,PBO_H2O
PBO_H2O#MARSHALL2.csv,0,-105.1944,39.9476,7.0,,,,,,PBO_H2O
PBO_H2O#MASW-SCGN.csv,1,-120.44306,35.8326,8.0,2.0,,,,,PBO_H2O
PBO_H2O#MATADORRCH.csv,1,-112.52409,45.04347,7.0,1.0,,,,,PBO_H2O
PBO_H2O#MCDERMITT.csv,0,-117.72562,42.02013,7.0,,,,,,PBO_H2O
PBO_H2O#MCDNLDWELL.csv,0,-117.36475,35.11678,4.0,,,,,,PBO_H2O
PBO_H2O#MEDICINELG.csv,0,-112.63647,44.39978,7.0,,,,,,PBO_H2O
PBO_H2O#MIDDLEGATE.csv,0,-117.9848,39.3056,5.0,,,,,,PBO_H2O
PBO_H2O#MONTICELLO.csv,0,-109.33383,38.09743,7.0,,,,,,PBO_H2O
PBO_H2O#MOONEYCYN.csv,1,-120.8789,36.14021,8.0,2.0,,,,,PBO_H2O
PBO_H2O#MORROCREEK.csv,0,-120.80813,35.42576,9.0,,,,,,PBO_H2O
PBO_H2O#MORROWAIR.csv,0,-119.69011,45.45282,7.0,,,,,,PBO_H2O
PBO_H2O#MT-GLEASON.csv,0,-118.17757,34.37637,8.0,,,,,,PBO_H2O
PBO_H2O#NDAP-SCGN.csv,0,-114.61863,34.76769,4.0,,,,,,PBO_H2O
PBO_H2O#NIPOMO.csv,1,-120.40975,35.01071,9.0,1.0,,,,,PBO_H2O
PBO_H2O#NOMODESTO.csv,1,-121.07155,37.69898,7.0,1.0,,,,,PBO_H2O
PBO_H2O#Okla2.csv,0,-96.9642,36.485,14.0,,,,,,PBO_H2O
PBO_H2O#OWENSGORGE.csv,0,-118.59346,37.54127,5.0,,,,,,PBO_H2O
PBO_H2O#PARKINSONF.csv,1,-111.45049,43.91915,26.0,1.0,,,,,PBO_H2O
PBO_H2O#POINT-LOMA.csv,0,-117.24392,32.66639,0.0,,,,,,PBO_H2O
PBO_H2O#PORTALESAP.csv,1,-103.40734,34.14726,7.0,3.0,,,,,PBO_H2O
PBO_H2O#QCY2-BARD.csv,1,-121.13735,36.16107,9.0,2.0,,,,,PBO_H2O
PBO_H2O#RANDOLPHLL.csv,0,-111.23602,41.69227,7.0,,,,,,PBO_H2O
PBO_H2O#RAWLINSWWT.csv,1,-107.25592,41.74167,7.0,2.0,,,,,PBO_H2O
PBO_H2O#REDKNOLLS.csv,0,-113.04208,39.34514,5.0,,,,,,PBO_H2O
PBO_H2O#REIDHILLVW.csv,0,-121.82559,37.33678,9.0,,,,,,PBO_H2O
PBO_H2O#RIFLE-GCL.csv,1,-107.90867,39.5155,7.0,1.0,,,,,PBO_H2O
PBO_H2O#ROSASCYN.csv,1,-121.13486,36.4259,8.0,1.0,,,,,PBO_H2O
PBO_H2O#SAGEVALLEY.csv,1,-111.94455,39.58888,7.0,1.0,,,,,PBO_H2O
PBO_H2O#SALMONFALL.csv,0,-114.8197,41.7242,7.0,,,,,,PBO_H2O
PBO_H2O#SANPETEVAL.csv,0,-111.5711,39.7152,7.0,,,,,,PBO_H2O
PBO_H2O#SCIA-SCGN.csv,0,-117.3883,34.60745,5.0,,,,,,PBO_H2O
PBO_H2O#SDHL-SCGN.csv,0,-116.2789,34.25501,4.0,,,,,,PBO_H2O
PBO_H2O#SEVILLETA.csv,0,-106.67959,34.35811,5.0,,,,,,PBO_H2O
PBO_H2O#SHANIKO.csv,1,-120.94615,44.92272,7.0,2.0,,,,,PBO_H2O
PBO_H2O#SHOSHONERV.csv,0,-109.89729,44.48541,27.0,,,,,,PBO_H2O
PBO_H2O#SIERRAARMY.csv,1,-120.07726,40.2889,17.0,2.0,,,,,PBO_H2O
PBO_H2O#SILVERLAKE.csv,0,-121.0907,43.11238,7.0,,,,,,PBO_H2O
PBO_H2O#SISTERSHSL.csv,1,-121.57446,44.29675,18.0,1.0,,,,,PBO_H2O
PBO_H2O#SLAVENCYN.csv,0,-116.7362,40.49546,7.0,,,,,,PBO_H2O
PBO_H2O#SMAPSITEA2.csv,0,-97.21701,36.06343,14.0,,,,,,PBO_H2O
PBO_H2O#SMAPSITEC.csv,0,-97.21777,36.06351,14.0,,,,,,PBO_H2O
PBO_H2O#SMAPSITED.csv,0,-97.21511,36.06522,14.0,,,,,,PBO_H2O
PBO_H2O#Solarvilla.csv,0,46.4006,24.9107,4.0,,,,,,PBO_H2O
PBO_H2O#SPARLINRCH.csv,1,-121.26842,36.95003,8.0,1.0,,,,,PBO_H2O
PBO_H2O#SPIDERROCK.csv,0,-109.51923,36.14983,7.0,,,,,,PBO_H2O
PBO_H2O#SPRECKLESS.csv,1,-115.5696,32.8984,4.0,1.0,,,,,PBO_H2O
PBO_H2O#SPRINGCREK.csv,0,-117.32998,41.42874,5.0,,,,,,PBO_H2O
PBO_H2O#Sutherland.csv,0,20.81046,-32.38021,5.0,,,,,,PBO_H2O
