Latitude,Longitude,StationID,US10cm_data_length,US20cm_data_length,US30cm_data_length,US40cm_data_length,smlp_R_US10cm,smlp_bias_US10cm,smlp_rmse_US10cm,smlp_ubrmse_US10cm,smlp_mpae_US10cm,smlp_mae_US10cm,era_R_US10cm,era_bias_US10cm,era_rmse_US10cm,era_ubrmse_US10cm,era_mpae_US10cm,era_mae_US10cm,esa_R_US10cm,esa_bias_US10cm,esa_rmse_US10cm,esa_ubrmse_US10cm,esa_mpae_US10cm,esa_mae_US10cm,gleam_R_US10cm,gleam_bias_US10cm,gleam_rmse_US10cm,gleam_ubrmse_US10cm,gleam_mpae_US10cm,gleam_mae_US10cm
-13.257064,-41.657033,290010801C,1317,854,,,0.304742838700378,-0.0242881023462967,0.0407477733407171,0.0327180243389217,0.3060716493552947,0.0319804669493144,0.7332064481903291,0.0714235318409673,0.096423093439749,0.0647772494619283,0.2889273554254746,0.0725338919734106,0.6645103475083597,0.0037091320360743,0.0396983726761105,0.0395247154660262,0.2110083300749666,0.0300007914143491,0.6771724950465019,0.0981512158835878,0.1036468346325217,0.033301728932814,0.4106875727315256,0.0981512158835878
-8.72728,-39.09436,290020701C,163,501,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.51167,-38.1213,290035501C,1267,1267,,,0.5509899852575524,-0.0004140446071719,0.049625351254281,0.0496236239524486,0.6230990952083714,0.0440510550821241,0.4675395155635591,0.0349236972262856,0.0651402974640601,0.0549872142025123,0.4896953218505215,0.0510341513960971,0.4591340221663328,0.0637830169926322,0.0841360773931054,0.0548689918115525,0.4909858466737991,0.0673746553317678,0.4340408210298148,0.0792680379480199,0.0981575607896609,0.0578920106754572,0.5332772756378514,0.0815258431687606
-13.009516,-39.617097,290100701C,387,297,,,0.4737405440812789,0.0238151127341375,0.0367367339432025,0.0279719149554328,0.1433597416481166,0.0276556949508586,0.606941800919395,0.1689967888568172,0.175251348843004,0.0464017308661716,0.5133258068760387,0.1689967888568172,0.6357157255149497,0.0786212024912313,0.0854029491289936,0.0333522149003971,0.3258261154562819,0.0786212024912313,0.7177303136082368,0.1984054733631624,0.1999880791520717,0.0251097579135044,0.5597560378012042,0.1984054733631624
-11.402719,-41.433242,290115501C,802,436,,,0.7065680620724386,0.0084804555532671,0.0271093374223364,0.0257487484955512,0.1566654009936565,0.0208791746105834,0.8075477812906712,0.1582908608435747,0.1631935183854749,0.039700476274604,0.5631166268154226,0.1582908608435747,0.7490922560457803,0.0593751929664648,0.0683518178634097,0.0338608544698417,0.3181997446498015,0.0598906049666511,0.7624099280394058,0.0905538922947735,0.0957927181356814,0.0312447985765418,0.4236334443035123,0.0905618186461589
-14.765847,-41.13815,290120501C,580,580,,,0.639359925445638,-0.0012532561095766,0.0284307534402208,0.0284031176158962,0.2282908921212262,0.0214004555067328,0.6833720216651837,0.0879487360575023,0.1043335983739349,0.0561294893575681,0.4566889092942778,0.0879487360575023,0.7157381963118825,0.0677362681875156,0.0775325734674616,0.0377239701054422,0.407906070204771,0.0683502177569876,0.755835983399815,0.1394648941329386,0.1445547007361217,0.038021110049523,0.598622885536682,0.1394648941329386
-12.588794,-41.005519,290130401C,1350,1350,,,0.4039620736427755,0.0838759161146496,0.0940651030629873,0.0425802103115836,0.5612411246740119,0.0845772697677629,0.3891890687884947,0.2712337208683714,0.2766857042713015,0.0546557189322809,0.8062951668027469,0.2712337208683714,0.3647938099171799,0.1355673867566186,0.1449889478409774,0.0514128256762362,0.6700427854316554,0.1356195357386847,0.3776011448054022,0.162134034779813,0.1694229809419729,0.0491599556273444,0.7115668938528856,0.162134034779813
-10.418549,-38.317272,290160101C,454,454,,,0.4884107798321975,-0.00270619215123,0.0317403664611487,0.0316247907048985,0.4025784211776563,0.0271595023239043,0.6396823143933149,0.0254483844982154,0.0437703110704517,0.0356120746044807,0.3111781759103048,0.0310335044064716,0.7177878247528658,0.0547916968596734,0.0609738925200724,0.0267522994205542,0.4548109404100577,0.0552372434792083,0.679941444612134,0.1063488782834565,0.1113925681850028,0.0331394075792106,0.611391113830138,0.1063488782834565
-12.35093,-39.1648,290170001C,506,506,,,0.5200884099904404,0.0148512663951455,0.0365754248140543,0.033424565618553,0.2835358399813582,0.0295975495634683,0.6233038846846982,0.1570660494278808,0.164545208390661,0.0490446910627907,0.630300714506734,0.1570660494278808,0.7117087417634266,0.0517726579334428,0.0588366784011912,0.0279525779811436,0.3728498075061753,0.0522180372065396,0.6626628153630805,0.1676875840619989,0.1707400277738932,0.0321408032830525,0.6515580599250629,0.1676875840619989
-14.452541,-41.448225,290200501C,762,762,,,0.7602264040924701,0.0414147684416462,0.0462546923088321,0.0205988717047696,0.5073589666880668,0.0430696689098154,0.8454890726040494,0.1195635873227659,0.1273605038203976,0.0438776312019785,0.7265834027406788,0.1195635873227659,0.8003887632401712,0.1333638377165982,0.1378451447150189,0.034862167330867,0.7498164797325294,0.1333638377165982,0.7997440513522637,0.1756099623850076,0.1781424179246861,0.0299309568037801,0.7977026977368662,0.1756099623850076
-10.57152,-38.6089,290265801C,423,423,,,0.3506476830381772,0.0558041595458726,0.0678716175052663,0.0386322694150883,0.6466650031566115,0.0620893831173996,0.4588494081586544,0.0572531790077428,0.0734312473480816,0.0459806652909949,0.6831449655367475,0.0654533074114175,0.4549547138948178,0.0708313812454283,0.0807516027066765,0.038778044955383,0.6826638806504146,0.0753971160371153,0.6251357734093892,0.1231826624512414,0.128532525264526,0.0366966173141276,0.7647744767928322,0.1238795958152619
-11.09535,-43.21624,290270801C,132,132,,,0.9121125179845806,0.0357269365307479,0.0398436680414029,0.0176381373484113,0.5072890031901214,0.0375453167298102,0.9478846136779704,0.070751507006546,0.09104687862099,0.0573040867908036,0.6029738650132488,0.070751507006546,0.8800075789639339,0.0869880442590988,0.0954683925305008,0.0393356597546658,0.685835484743526,0.0882481808833205,0.947368965601266,0.1787277967054001,0.1847213001759638,0.0466726196343389,0.8130648393595721,0.1787277967054001
-14.84635,-40.586361,290290601C,1290,964,,,0.5554144854701613,0.035443184756226,0.0666951967234637,0.0564980523586216,0.263170414979552,0.0516295181033274,0.6693457951476602,0.2064112931177995,0.2123815082417148,0.0500028310844839,0.5877450192795673,0.2064112931177995,0.6938467327703031,0.1314637191049426,0.141037240887197,0.0510763533953824,0.4669579162900695,0.1314637191049426,0.5934035860610074,0.1599900339526082,0.1637356350210896,0.0348216486054687,0.527495908383031,0.1599900339526082
